 Total Nb of available Diagnostics: ndiagt=   928
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
   776 |ADVxTr43| 23 |   777 |UU      MR|mg/m^3.m^3/s    |Zonal      Advective Flux of Chl08
   777 |ADVyTr43| 23 |   776 |VV      MR|mg/m^3.m^3/s    |Meridional Advective Flux of Chl08
   778 |DFrETr43| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl08 (Explicit part)
   779 |DFxETr43| 23 |   780 |UU      MR|mg/m^3.m^3/s    |Zonal      Diffusive Flux of Chl08
   780 |DFyETr43| 23 |   779 |VV      MR|mg/m^3.m^3/s    |Meridional Diffusive Flux of Chl08
   781 |DFrITr43| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl08 (Implicit part)
   782 |KPPgTr43| 23 |       |WM      LR|mg/m^3.m^3/s    |KPP non-local Flux of Chl08
   783 |TRAC44  | 23 |       |SMR     MR|mg/m^3          |Chl09 concentration
   784 |UTRAC44 | 23 |   785 |UUr     MR|mg/m^3.m/s      |Zonal Mass-Weighted Transp of Chl09
   785 |VTRAC44 | 23 |   784 |VVr     MR|mg/m^3.m/s      |Merid Mass-Weighted Transp of Chl09
   786 |WTRAC44 | 23 |       |WM      MR|mg/m^3.m/s      |Vert  Mass-Weighted Transp of Chl09
   787 |ForcTr44| 23 |       |SMR     MR|mg/m^3/s        |Chl09 forcing tendency
   788 |AB_gTr44| 23 |       |SMR     MR|mg/m^3/s        |Chl09 tendency from Adams-Bashforth
   789 |ADVrTr44| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical   Advective Flux of Chl09
   790 |ADVxTr44| 23 |   791 |UU      MR|mg/m^3.m^3/s    |Zonal      Advective Flux of Chl09
   791 |ADVyTr44| 23 |   790 |VV      MR|mg/m^3.m^3/s    |Meridional Advective Flux of Chl09
   792 |DFrETr44| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl09 (Explicit part)
   793 |DFxETr44| 23 |   794 |UU      MR|mg/m^3.m^3/s    |Zonal      Diffusive Flux of Chl09
   794 |DFyETr44| 23 |   793 |VV      MR|mg/m^3.m^3/s    |Meridional Diffusive Flux of Chl09
   795 |DFrITr44| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl09 (Implicit part)
   796 |KPPgTr44| 23 |       |WM      LR|mg/m^3.m^3/s    |KPP non-local Flux of Chl09
   797 |TRAC45  | 23 |       |SMR     MR|mg/m^3          |Chl10 concentration
   798 |UTRAC45 | 23 |   799 |UUr     MR|mg/m^3.m/s      |Zonal Mass-Weighted Transp of Chl10
   799 |VTRAC45 | 23 |   798 |VVr     MR|mg/m^3.m/s      |Merid Mass-Weighted Transp of Chl10
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
   800 |WTRAC45 | 23 |       |WM      MR|mg/m^3.m/s      |Vert  Mass-Weighted Transp of Chl10
   801 |ForcTr45| 23 |       |SMR     MR|mg/m^3/s        |Chl10 forcing tendency
   802 |AB_gTr45| 23 |       |SMR     MR|mg/m^3/s        |Chl10 tendency from Adams-Bashforth
   803 |ADVrTr45| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical   Advective Flux of Chl10
   804 |ADVxTr45| 23 |   805 |UU      MR|mg/m^3.m^3/s    |Zonal      Advective Flux of Chl10
   805 |ADVyTr45| 23 |   804 |VV      MR|mg/m^3.m^3/s    |Meridional Advective Flux of Chl10
   806 |DFrETr45| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl10 (Explicit part)
   807 |DFxETr45| 23 |   808 |UU      MR|mg/m^3.m^3/s    |Zonal      Diffusive Flux of Chl10
   808 |DFyETr45| 23 |   807 |VV      MR|mg/m^3.m^3/s    |Meridional Diffusive Flux of Chl10
   809 |DFrITr45| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl10 (Implicit part)
   810 |KPPgTr45| 23 |       |WM      LR|mg/m^3.m^3/s    |KPP non-local Flux of Chl10
   811 |TRAC46  | 23 |       |SMR     MR|mg/m^3          |Chl11 concentration
   812 |UTRAC46 | 23 |   813 |UUr     MR|mg/m^3.m/s      |Zonal Mass-Weighted Transp of Chl11
   813 |VTRAC46 | 23 |   812 |VVr     MR|mg/m^3.m/s      |Merid Mass-Weighted Transp of Chl11
   814 |WTRAC46 | 23 |       |WM      MR|mg/m^3.m/s      |Vert  Mass-Weighted Transp of Chl11
   815 |ForcTr46| 23 |       |SMR     MR|mg/m^3/s        |Chl11 forcing tendency
   816 |AB_gTr46| 23 |       |SMR     MR|mg/m^3/s        |Chl11 tendency from Adams-Bashforth
   817 |ADVrTr46| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical   Advective Flux of Chl11
   818 |ADVxTr46| 23 |   819 |UU      MR|mg/m^3.m^3/s    |Zonal      Advective Flux of Chl11
   819 |ADVyTr46| 23 |   818 |VV      MR|mg/m^3.m^3/s    |Meridional Advective Flux of Chl11
   820 |DFrETr46| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl11 (Explicit part)
   821 |DFxETr46| 23 |   822 |UU      MR|mg/m^3.m^3/s    |Zonal      Diffusive Flux of Chl11
   822 |DFyETr46| 23 |   821 |VV      MR|mg/m^3.m^3/s    |Meridional Diffusive Flux of Chl11
   823 |DFrITr46| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl11 (Implicit part)
   824 |KPPgTr46| 23 |       |WM      LR|mg/m^3.m^3/s    |KPP non-local Flux of Chl11
   825 |TRAC47  | 23 |       |SMR     MR|mg/m^3          |Chl12 concentration
   826 |UTRAC47 | 23 |   827 |UUr     MR|mg/m^3.m/s      |Zonal Mass-Weighted Transp of Chl12
   827 |VTRAC47 | 23 |   826 |VVr     MR|mg/m^3.m/s      |Merid Mass-Weighted Transp of Chl12
   828 |WTRAC47 | 23 |       |WM      MR|mg/m^3.m/s      |Vert  Mass-Weighted Transp of Chl12
   829 |ForcTr47| 23 |       |SMR     MR|mg/m^3/s        |Chl12 forcing tendency
   830 |AB_gTr47| 23 |       |SMR     MR|mg/m^3/s        |Chl12 tendency from Adams-Bashforth
   831 |ADVrTr47| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical   Advective Flux of Chl12
   832 |ADVxTr47| 23 |   833 |UU      MR|mg/m^3.m^3/s    |Zonal      Advective Flux of Chl12
   833 |ADVyTr47| 23 |   832 |VV      MR|mg/m^3.m^3/s    |Meridional Advective Flux of Chl12
   834 |DFrETr47| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl12 (Explicit part)
   835 |DFxETr47| 23 |   836 |UU      MR|mg/m^3.m^3/s    |Zonal      Diffusive Flux of Chl12
   836 |DFyETr47| 23 |   835 |VV      MR|mg/m^3.m^3/s    |Meridional Diffusive Flux of Chl12
   837 |DFrITr47| 23 |       |WM      LR|mg/m^3.m^3/s    |Vertical Diffusive Flux of Chl12 (Implicit part)
   838 |KPPgTr47| 23 |       |WM      LR|mg/m^3.m^3/s    |KPP non-local Flux of Chl12
   839 |Add2EmP |  1 |       |SM      U1|kg/m^2/s        |additional EmP from salt relaxation
   840 |PP      | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production
   841 |Nfix    | 23 |       |SM P    MR|mmol N/m^3/s    |N fixation
   842 |Denit   | 23 |       |SM P    MR|mmol N/m^3/s    |Denitrification
   843 |atten   | 23 |       |SM P    MR|1               |attenuation in layer
   844 |exfPAR  | 23 |       |SM P    MR|uEin/m^2/s      |PAR at surface
   845 |surfPAR | 23 |       |SM P    MR|uEin/m^2/s      |PAR at surface
   846 |PARF    | 23 |       |SM P    MR|uEin/m^2/s      |PAR at top of layer
   847 |PAR01   | 23 |       |SM P    MR|uEin/m^2/s      |PAR waveband  1
   848 |PP0001  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    1
   849 |PP0002  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    2
   850 |PP0003  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    3
   851 |PP0004  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    4
   852 |PP0005  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    5
   853 |PP0006  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    6
   854 |PP0007  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    7
   855 |PP0008  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    8
   856 |PP0009  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton    9
   857 |PP0010  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton   10
   858 |PP0011  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton   11
   859 |PP0012  | 23 |       |SM P    MR|mmol C/m^3/s    |Primary Production plankton   12
   860 |GR0001  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    1
   861 |GR0002  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    2
   862 |GR0003  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    3
   863 |GR0004  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    4
   864 |GR0005  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    5
   865 |GR0006  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    6
   866 |GR0007  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    7
   867 |GR0008  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    8
   868 |GR0009  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton    9
   869 |GR0010  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   10
   870 |GR0011  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   11
   871 |GR0012  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   12
   872 |GR0013  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   13
   873 |GR0014  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   14
   874 |GR0015  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   15
   875 |GR0016  | 23 |       |SM P    MR|mmol C/m^3/s    |Grazing loss of plankton   16
   876 |pH      | 23 |       |SM P    MR|1               |pH
   877 |pCO2    | 23 |       |SM P    MR|atm             |Partial Pressure of CO2
   878 |fluxCO2 |  1 |       |SM P    L1|mmol C/m2/s     |Flux of CO2 - air-sea exch
   879 |gDICsurf|  1 |       |SM P    L1|mmol C/m3/s     |Tendency of DIC due to air-sea exch + oldvirt.flux
   880 |gALKsurf|  1 |       |SM P    L1|mmol eq/m3/s    |Tendency of ALK due to oldvirt.flux
   881 |gO2surf |  1 |       |SM P    L1|mmol O/m3/s     |Tendency of O2 due to air-sea exch
   882 |GC_Tr01 | 23 |       |SMR     MR|mmol C/         |DIC concentration before GCHEM
   883 |GC_Tr02 | 23 |       |SMR     MR|mmol N/         |NH4 concentration before GCHEM
   884 |GC_Tr03 | 23 |       |SMR     MR|mmol N/         |NO2 concentration before GCHEM
   885 |GC_Tr04 | 23 |       |SMR     MR|mmol N/         |NO3 concentration before GCHEM
   886 |GC_Tr05 | 23 |       |SMR     MR|mmol P/         |PO4 concentration before GCHEM
   887 |GC_Tr06 | 23 |       |SMR     MR|mmol Si         |SiO2 concentration before GCHEM
   888 |GC_Tr07 | 23 |       |SMR     MR|mmol Fe         |FeT concentration before GCHEM
   889 |GC_Tr08 | 23 |       |SMR     MR|mmol C/         |DOC concentration before GCHEM
   890 |GC_Tr09 | 23 |       |SMR     MR|mmol N/         |DON concentration before GCHEM
   891 |GC_Tr10 | 23 |       |SMR     MR|mmol P/         |DOP concentration before GCHEM
   892 |GC_Tr11 | 23 |       |SMR     MR|mmol Fe         |DOFe concentration before GCHEM
   893 |GC_Tr12 | 23 |       |SMR     MR|mmol C/         |POC concentration before GCHEM
   894 |GC_Tr13 | 23 |       |SMR     MR|mmol N/         |PON concentration before GCHEM
   895 |GC_Tr14 | 23 |       |SMR     MR|mmol P/         |POP concentration before GCHEM
   896 |GC_Tr15 | 23 |       |SMR     MR|mmol Si         |POSi concentration before GCHEM
   897 |GC_Tr16 | 23 |       |SMR     MR|mmol Fe         |POFe concentration before GCHEM
   898 |GC_Tr17 | 23 |       |SMR     MR|mmol C/         |PIC concentration before GCHEM
   899 |GC_Tr18 | 23 |       |SMR     MR|mmol eq         |ALK concentration before GCHEM
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
   900 |GC_Tr19 | 23 |       |SMR     MR|mmol O/         |O2 concentration before GCHEM
   901 |GC_Tr20 | 23 |       |SMR     MR|mmol C/         |c01 concentration before GCHEM
   902 |GC_Tr21 | 23 |       |SMR     MR|mmol C/         |c02 concentration before GCHEM
   903 |GC_Tr22 | 23 |       |SMR     MR|mmol C/         |c03 concentration before GCHEM
   904 |GC_Tr23 | 23 |       |SMR     MR|mmol C/         |c04 concentration before GCHEM
   905 |GC_Tr24 | 23 |       |SMR     MR|mmol C/         |c05 concentration before GCHEM
   906 |GC_Tr25 | 23 |       |SMR     MR|mmol C/         |c06 concentration before GCHEM
   907 |GC_Tr26 | 23 |       |SMR     MR|mmol C/         |c07 concentration before GCHEM
   908 |GC_Tr27 | 23 |       |SMR     MR|mmol C/         |c08 concentration before GCHEM
   909 |GC_Tr28 | 23 |       |SMR     MR|mmol C/         |c09 concentration before GCHEM
   910 |GC_Tr29 | 23 |       |SMR     MR|mmol C/         |c10 concentration before GCHEM
   911 |GC_Tr30 | 23 |       |SMR     MR|mmol C/         |c11 concentration before GCHEM
   912 |GC_Tr31 | 23 |       |SMR     MR|mmol C/         |c12 concentration before GCHEM
   913 |GC_Tr32 | 23 |       |SMR     MR|mmol C/         |c13 concentration before GCHEM
   914 |GC_Tr33 | 23 |       |SMR     MR|mmol C/         |c14 concentration before GCHEM
   915 |GC_Tr34 | 23 |       |SMR     MR|mmol C/         |c15 concentration before GCHEM
   916 |GC_Tr35 | 23 |       |SMR     MR|mmol C/         |c16 concentration before GCHEM
   917 |GC_Tr36 | 23 |       |SMR     MR|mg/m^3          |Chl01 concentration before GCHEM
   918 |GC_Tr37 | 23 |       |SMR     MR|mg/m^3          |Chl02 concentration before GCHEM
   919 |GC_Tr38 | 23 |       |SMR     MR|mg/m^3          |Chl03 concentration before GCHEM
   920 |GC_Tr39 | 23 |       |SMR     MR|mg/m^3          |Chl04 concentration before GCHEM
   921 |GC_Tr40 | 23 |       |SMR     MR|mg/m^3          |Chl05 concentration before GCHEM
   922 |GC_Tr41 | 23 |       |SMR     MR|mg/m^3          |Chl06 concentration before GCHEM
   923 |GC_Tr42 | 23 |       |SMR     MR|mg/m^3          |Chl07 concentration before GCHEM
   924 |GC_Tr43 | 23 |       |SMR     MR|mg/m^3          |Chl08 concentration before GCHEM
   925 |GC_Tr44 | 23 |       |SMR     MR|mg/m^3          |Chl09 concentration before GCHEM
   926 |GC_Tr45 | 23 |       |SMR     MR|mg/m^3          |Chl10 concentration before GCHEM
   927 |GC_Tr46 | 23 |       |SMR     MR|mg/m^3          |Chl11 concentration before GCHEM
   928 |GC_Tr47 | 23 |       |SMR     MR|mg/m^3          |Chl12 concentration before GCHEM
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
